domain,creation_date,expiration_date,lifespan,creation_year,registrar,nameserver1,nameserver2,nameserver3
travel.pulseokay.com.ng,07-08-2024,07-08-2026,2.0,2024.0,HostAfrica,ns1.dns-parking.com,ns2.dns-parking.com,
travel.scholarspoll.com,01-09-2022,01-09-2025,3.0,2022.0,"NameSilo, LLC",DNS1.LYTEHOSTING.COM,DNS2.LYTEHOSTING.COM,
travel.storyoficons.com,02-01-2025,02-01-2026,1.0,2025.0,,,,
travel.usnews.com,20-01-1995,21-01-2034,39.0,1995.0,,,,
travelandleisure.com,13-09-1997,12-09-2025,28.0,1997.0,,,,
traveleat.it,19-12-2018,19-12-2025,7.0,2018.0,More News Soc. Coop.,dns1.esprimo.com dns2.esprimo.com,,
travelfreak.com,12-12-2007,12-12-2026,19.0,2007.0,,,,
travelingtodaymag.com,16-10-2020,16-10-2025,5.0,2020.0,"Name.com, Inc.",LUCY.NS.CLOUDFLARE.COM,THEO.NS.CLOUDFLARE.COM,
travelinsurancequick.com,25-10-2024,25-10-2025,1.0,2024.0,,,,
travelon.site,01-08-2025,01-08-2026,1.0,2025.0,NAMECHEAP INC,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
travelordietrying.com,07-04-2016,07-04-2026,10.0,2016.0,,,,
travelreveal.com,17-11-2021,17-11-2029,8.0,2021.0,,,,
travels.brilliantpredict.com,16-04-2021,16-04-2026,5.0,2021.0,,,,
travels.mic9ja.com,09-06-2020,09-06-2026,6.0,2020.0,,,,
travels.storyft.com.ng,27-12-2024,27-12-2025,1.0,2024.0,,,,
travelsupermarket.com,13-02-2002,13-02-2026,24.0,2002.0,,,,
travelsuppliers.com,12-03-2004,12-03-2026,22.0,2004.0,,,,
traveltables.com,11-12-2017,11-12-2025,8.0,2017.0,,,,
travingview.com,20-09-2017,20-09-2025,8.0,2017.0,,,,
treatmyachilles.com,18-07-2018,18-07-2026,8.0,2018.0,,,,
treatsavvy.com,25-01-2025,25-01-2026,1.0,2025.0,,,,
treehugger.com,29-04-2002,29-04-2026,24.0,2002.0,,,,
treehut.in,07-06-2010,07-06-2026,16.0,2010.0,,,,
treejourney.com,02-06-2021,02-06-2026,5.0,2021.0,,,,
treejoy.site,21-10-2024,,,2024.0,,,,
treidy.com,28-10-2023,28-10-2025,2.0,2023.0,,,,
trend.masoninfo.com,13-08-2025,13-08-2026,1.0,2025.0,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),IGOR.NS.CLOUDFLARE.COM,MIKI.NS.CLOUDFLARE.COM,
trendencias.com,23-01-2006,23-01-2026,20.0,2006.0,NAMECHEAP INC,NS-1351.AWSDNS-40.ORG,NS-2040.AWSDNS-63.CO.UK,NS-206.AWSDNS-25.COM
trendgame.life,19-03-2025,19-03-2026,1.0,2025.0,,,,
trendhubnews.com,11-04-2025,11-04-2026,1.0,2025.0,,,,
trending.glance.com,27-10-1998,26-10-2025,27.0,1998.0,,,,
trending.newsonline.biz,14-10-2024,,,2024.0,,,,
trending.thespun.com,12-01-2012,12-01-2026,14.0,2012.0,,,,
trendingpublik.com,07-01-2017,07-01-2026,9.0,2017.0,,,,
trends.glance.com,27-10-1998,26-10-2025,27.0,1998.0,,,,
trendusa1.online,09-05-2025,09-05-2026,1.0,2025.0,,,,
trendy-searches.com,22-03-2022,22-03-2026,4.0,2022.0,,,,
trendydecos.com,30-01-2025,30-01-2026,1.0,2025.0,"GoDaddy.com, LLC",MARIAH.NS.CLOUDFLARE.COM,ZEUS.NS.CLOUDFLARE.COM,
trendzens.in,17-10-2024,17-10-2025,1.0,2024.0,,,,
tressvibe.com,24-11-2023,24-11-2025,2.0,2023.0,,,,
trevisotoday.it,13-01-2011,27-11-2025,14.0,2011.0,Netcom S.r.l. di Arezzo,pns64.cloudns.uk pns61.cloudns.net pns63.cloudns.net pns62.cloudns.com,,
triathlete.com,03-04-1997,04-04-2026,29.0,1997.0,,,,
tribaldirectory.com,09-12-2010,09-12-2025,15.0,2010.0,,,,
tribhssn.triblive.com,12-12-1997,11-12-2025,28.0,1997.0,"Network Solutions, LLC",DANE.NS.CLOUDFLARE.COM,MARJORY.NS.CLOUDFLARE.COM,
tribstar.com,08-11-1995,07-11-2025,30.0,1995.0,,,,
tribtown.com,17-05-2001,17-05-2026,25.0,2001.0,,,,
trichocereus.com,29-02-2004,28-02-2026,22.0,2004.0,,,,
trickntips.com,21-10-2023,21-10-2025,2.0,2023.0,,,,
tricksandlifehacks.com,22-03-2024,22-03-2026,2.0,2024.0,,,,
tricksfly.org,08-10-2024,08-10-2025,1.0,2024.0,,,,
tricountyatv.com,04-12-2001,04-12-2028,27.0,2001.0,,,,
tricountyindependent.com,22-08-2019,22-08-2026,7.0,2019.0,,,,
tridaya-dimensi.com,03-03-2008,03-03-2026,18.0,2008.0,,,,
triedtestedandtrue.com,20-01-2019,20-01-2026,7.0,2019.0,,,,
triflesntreasures.com,06-02-2014,06-02-2027,13.0,2014.0,,,,
triloksinghmahavidyalaya.com,31-07-2025,31-07-2026,1.0,2025.0,"GoDaddy.com, LLC",HORIZON.DNS-PARKING.COM,ORBIT.DNS-PARKING.COM,
trimedianews.com,21-12-2023,21-12-2025,2.0,2023.0,,,,
trinidad-golden-place.menu-world.com,24-12-2023,24-12-2025,2.0,2023.0,,,,
trinidadexpress.com,17-07-1997,16-07-2029,32.0,1997.0,"GoDaddy.com, LLC",JASMINE.NS.CLOUDFLARE.COM,MACK.NS.CLOUDFLARE.COM,
trinimotors.com,23-08-2013,23-08-2025,12.0,2013.0,,,,
tripadvisor.co,14-06-2010,13-06-2026,16.0,2010.0,"CSC Corporate Domains, Inc.",ns-987.awsdns-59.net,ns-501.awsdns-62.com,ns-1377.awsdns-44.org
tripadvisor.co.uk,21-06-2002,21-06-2026,24.0,2002.0,,,,
tripadvisor.com,23-03-1999,23-03-2026,27.0,1999.0,,,,
tripadvisor.com.my,24-01-2012,24-01-2026,14.0,2012.0,QINETICS SOLUTIONS SDN BHD (Webnic.cc),ns-cloud-d1.googledomains.com,ns-cloud-d3.googledomains.com,ns-cloud-d2.googledomains.com
tripadvisor.fr,03-06-2005,28-11-2025,20.0,2005.0,,,,
tripadvisor.in,16-02-2005,16-02-2026,21.0,2005.0,"CSC Corporate Domains, Inc.",ns-cloud-d2.googledomains.com,ns-1451.awsdns-53.org,ns-cloud-d4.googledomains.com
tripadvisor.it,01-04-2004,28-04-2026,22.0,2004.0,,,,
tripadvisor.nl,29-10-2004,,,2004.0,,,,
tripleeight.com,14-10-1997,13-10-2025,28.0,1997.0,,,,
triplerexpress.com,25-05-2003,25-05-2026,23.0,2003.0,,,,
trippiesb.com,05-07-2024,05-07-2026,2.0,2024.0,,,,
trishsoutofthewaycafe.com,07-03-2023,07-03-2026,3.0,2023.0,,,,
trishsutton.com,27-04-2015,27-04-2026,11.0,2015.0,,,,
trisupplyandequipment.com,14-02-2003,14-02-2026,23.0,2003.0,,,,
trivalleysportsacademy.com,23-09-2013,23-09-2029,16.0,2013.0,,,,
triviamastery.com,30-06-2025,30-06-2026,1.0,2025.0,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),BART.NS.CLOUDFLARE.COM,NOVALEE.NS.CLOUDFLARE.COM,
triviaoasis.com,05-08-2019,05-08-2026,7.0,2019.0,"GoDaddy.com, LLC",GRAHAM.NS.CLOUDFLARE.COM,LINA.NS.CLOUDFLARE.COM,
trofeocaza.com,15-02-2002,15-02-2026,24.0,2002.0,,,,
trollytours.com,11-03-2004,11-03-2027,23.0,2004.0,,,,
tronweekly.com,10-08-2018,10-08-2025,7.0,2018.0,,,,
trophy-cars-for-sale.com,29-10-2015,29-10-2025,10.0,2015.0,,,,
tropical-smoothie-menus.com,18-06-2025,18-06-2026,1.0,2025.0,"NameCheap, Inc.",NS1.BLUEHOST.IN,NS2.BLUEHOST.IN,
tropicali.res-menu.com,24-12-2023,24-12-2025,2.0,2023.0,"NameCheap, Inc.",AISHA.NS.CLOUDFLARE.COM,ODIN.NS.CLOUDFLARE.COM,
truckmanualshub.com,15-05-2018,15-05-2026,8.0,2018.0,,,,
trucoscasayjardin.com,24-08-2022,24-08-2026,4.0,2022.0,"GoDaddy.com, LLC",BUDGERIGAR.EZOICNS.COM,CHIMPANZEE.EZOICNS.COM,
trucoshogarjardin.com,07-03-2023,07-03-2026,3.0,2023.0,,,,
truegether.com,14-08-2012,14-08-2025,13.0,2012.0,,,,
trueinovations.com,14-07-2010,14-07-2026,16.0,2010.0,,,,
truetemperwheelbarrow.usabrandsmart.com,02-01-2024,02-01-2027,3.0,2024.0,,,,
truetrophies.com,19-09-2008,19-09-2026,18.0,2008.0,,,,
truewerk.worthepenny.com,10-02-2020,10-02-2026,6.0,2020.0,,,,
trulos.com,29-06-2003,29-06-2032,29.0,2003.0,,,,
trungmusic.sateccons.com,11-06-2018,11-06-2028,10.0,2018.0,"Spaceship, Inc.",LAUNCH1.SPACESHIP.NET,LAUNCH2.SPACESHIP.NET,
trunlockgems.xyz,06-11-2022,06-11-2025,3.0,2022.0,,,,
trustedreviews.com,09-06-2003,09-06-2026,23.0,2003.0,"CSC Corporate Domains, Inc.",MICAH.NS.CLOUDFLARE.COM,SELAH.NS.CLOUDFLARE.COM,
trustmymoney.com,12-04-2025,12-04-2026,1.0,2025.0,NAMECHEAP INC,BEN.NS.CLOUDFLARE.COM,ZOE.NS.CLOUDFLARE.COM,
trustpiolet.com,08-02-2016,08-02-2026,10.0,2016.0,,,,
trustwave.colofandom.com,11-09-2024,11-09-2026,2.0,2024.0,,,,
truthfully.com,19-01-2000,19-01-2026,26.0,2000.0,,,,
truthpress.com,30-05-2007,30-05-2026,19.0,2007.0,NAMECHEAP INC,ISLA.NS.CLOUDFLARE.COM,STANLEY.NS.CLOUDFLARE.COM,
truyenkkz.com,06-11-2022,06-11-2025,3.0,2022.0,,,,
trviral.com,20-06-2022,20-06-2025,3.0,2022.0,,,,
trxadehealth.com,03-11-2020,03-11-2026,6.0,2020.0,,,,
try.loanforuniversity.online,08-10-2024,08-10-2025,1.0,2024.0,,,,
ts.theluxuryvacationclubs.com,29-05-2014,29-05-2026,12.0,2014.0,,,,
tsa.report,16-07-2023,16-07-2026,3.0,2023.0,,,,
tsawaittimes.com,12-02-2019,12-02-2026,7.0,2019.0,,,,
tsukiji.twupro.com,22-09-2023,22-09-2025,2.0,2023.0,Nics Telekomunikasyon A.S.,BELLA.NS.CLOUDFLARE.COM,WATSON.NS.CLOUDFLARE.COM,
tsumods.com,11-08-2022,11-08-2026,4.0,2022.0,"GoDaddy.com, LLC",PETE.NS.CLOUDFLARE.COM,ZITA.NS.CLOUDFLARE.COM,
tsuruhashirestaurant.com,06-09-2018,06-09-2025,7.0,2018.0,,,,
ttnaked.fun,14-09-2023,14-09-2025,2.0,2023.0,,,,
ttok.io,11-12-2023,11-12-2025,2.0,2023.0,"NameCheap, Inc.",dns2.namecheaphosting.com,dns1.namecheaphosting.com,
ttsfree.com,20-08-2020,20-08-2030,10.0,2020.0,"NameSilo, LLC",JOAN.NS.CLOUDFLARE.COM,ZEUS.NS.CLOUDFLARE.COM,
ttsmaker.com,13-08-2022,13-08-2031,9.0,2022.0,"Cloudflare, Inc.",JACK.NS.CLOUDFLARE.COM,LANA.NS.CLOUDFLARE.COM,
ttsmp3.com,07-11-2017,07-11-2025,8.0,2017.0,,,,
tu-mi.com,04-05-2016,04-05-2026,10.0,2016.0,,,,
tuasaude.com,24-09-2007,24-09-2032,25.0,2007.0,,,,
tuber.com,18-11-2003,18-11-2025,22.0,2003.0,,,,
tucson.com,27-12-1994,26-12-2025,31.0,1994.0,,,,
tucuentofavorito.com,12-06-2018,12-06-2026,8.0,2018.0,,,,
tudidy.com,27-08-2010,27-08-2026,16.0,2010.0,,,,
tudocelular.com,16-06-2008,16-06-2026,18.0,2008.0,REGISTER S.P.A.,ANNA.NS.CLOUDFLARE.COM,DUKE.NS.CLOUDFLARE.COM,
tudoemordem.net,28-10-2021,28-10-2026,5.0,2021.0,"HOSTINGER operations, UAB",ALEXANDRA.NS.CLOUDFLARE.COM,JAXSON.NS.CLOUDFLARE.COM,
tudomuaban.com,06-02-2013,06-02-2026,13.0,2013.0,,,,
tudoradio.com,17-04-2004,17-04-2026,22.0,2004.0,,,,
tuguiausa.com,28-07-2021,28-07-2026,5.0,2021.0,,,,
tujuhcahaya.com,22-08-2011,22-08-2025,14.0,2011.0,,,,
tukiffes.com,06-09-2012,06-09-2025,13.0,2012.0,,,,
tulipabtravel.com,27-02-2018,27-02-2026,8.0,2018.0,,,,
tulisankeren.net,24-10-2022,24-10-2025,3.0,2022.0,,,,
tulsa.ofimanagement.com,30-08-2015,30-08-2025,10.0,2015.0,,,,
tulsaworld.com,26-12-1995,27-05-2026,30.0,1995.0,,,,
tuneexpo.com,12-02-2025,12-02-2026,1.0,2025.0,,,,
tunefindersearch.com,25-04-2025,25-04-2027,2.0,2025.0,,,,
tungsongs.vietut.com,04-12-2020,04-12-2025,5.0,2020.0,,,,
tuparada.com,09-01-2000,09-01-2026,26.0,2000.0,,,,
turboblogs.net,02-08-2023,02-08-2026,3.0,2023.0,,,,
turbontorque.com,01-09-2023,01-09-2025,2.0,2023.0,,,,
turboquid.com,26-08-2004,26-08-2025,21.0,2004.0,,,,
turbosearch.co,01-11-2022,01-11-2025,3.0,2022.0,,,,
turbosystem.com,06-05-1999,06-05-2028,29.0,1999.0,,,,
turkeyshipcom.arexpress.net,09-05-2014,09-05-2026,12.0,2014.0,,,,
turkish-airlines.pissedconsumer.com,05-11-2006,05-11-2025,19.0,2006.0,,,,
turkish101.com,29-07-2013,29-07-2025,12.0,2013.0,,,,
turlockjournal.com,22-02-1998,21-02-2026,28.0,1998.0,,,,
turndontburn.nl,26-04-2021,,,2021.0,Registrar.eu,,Creation,Updated
turnpikeinfo.com,01-11-2008,01-11-2026,18.0,2008.0,,,,
turnpikes.com,07-04-2002,07-04-2028,26.0,2002.0,GoDaddy Online Services Cayman Islands Ltd.,ALEXIS.NS.CLOUDFLARE.COM,JADE.NS.CLOUDFLARE.COM,
tuscaloosanews.com,26-09-1997,25-09-2025,28.0,1997.0,,,,
tusnovelashd.com,22-04-2024,22-04-2026,2.0,2024.0,,,,
tusremedioscaseros.vip,20-11-2019,20-11-2025,6.0,2019.0,,,,
tution.com,31-08-2001,31-08-2025,24.0,2001.0,,,,
tuttolavoro24.it,12-03-2020,12-03-2026,6.0,2020.0,,,,
tuttotek.it,15-04-2015,30-11-2025,10.0,2015.0,Tucows.com Co.,roxy.ns.cloudflare.com clark.ns.cloudflare.com,,
tuttotelas.com,06-05-2023,06-05-2026,3.0,2023.0,,,,
tutuapp-vip.com,24-03-2017,24-03-2028,11.0,2017.0,,,,
tuuputchika.com,13-02-2018,13-02-2026,8.0,2018.0,,,,
tuxguitar.com,17-09-2006,17-09-2025,19.0,2006.0,,,,
tuxpaint.org,22-08-2006,22-08-2025,19.0,2006.0,,,,
tv.canlitvme.com,22-06-2021,22-06-2028,7.0,2021.0,Squarespace Domains II LLC,GABE.NS.CLOUDFLARE.COM,PEARL.NS.CLOUDFLARE.COM,
tv36.avsee.in,27-10-2021,27-10-2027,6.0,2021.0,,,,
tvacores.net,05-08-2009,05-08-2025,16.0,2009.0,,,,
tvandcity.com,02-01-2017,02-01-2026,9.0,2017.0,,,,
tvchannellists.com,19-03-2014,19-03-2026,12.0,2014.0,"Cloudflare, Inc.",DEREK.NS.CLOUDFLARE.COM,JASMINE.NS.CLOUDFLARE.COM,
tvemfoco.com,09-10-2021,09-10-2025,4.0,2021.0,,,,
tvet-college.co.za,06-01-2024,06-01-2026,2.0,2024.0,Dynadot LLC,clay.ns.cloudflare.com,ollie.ns.cloudflare.com,
tvets.co.za,08-08-2023,08-08-2026,3.0,2023.0,Register Domain SA,ns1.csmcloudhosting.com,ns2.csmcloudhosting.com,
tvfool.com,04-04-2007,04-04-2029,22.0,2007.0,,,,
tvguide.com,06-12-1994,05-12-2026,32.0,1994.0,,,,
tvinsider.com,31-07-2002,31-07-2027,25.0,2002.0,,,,
tvmalaysia.me,31-12-2024,31-12-2025,1.0,2024.0,,,,
tvmx.nitroradio.mx,07-04-2023,07-04-2026,3.0,2023.0,HOSPEDANDO.MX,ns8936.banahosting.com,ns8937.banahosting.com,
tvnise.com,26-09-2023,26-09-2025,2.0,2023.0,,,,
tvpassport.com,30-08-2003,30-08-2025,22.0,2003.0,,,,
tvprofil.com,24-04-2007,24-04-2028,21.0,2007.0,,,,
tvseriesfinale.com,19-08-2005,19-08-2025,20.0,2005.0,,,,
tvshowsace.com,29-09-2018,29-09-2027,9.0,2018.0,,,,
tvstationsnearme.com,28-06-2020,28-06-2026,6.0,2020.0,,,,
tweak-box.com,27-01-2017,27-01-2028,11.0,2017.0,,,,
twentytwowords.com,27-02-2008,27-02-2026,18.0,2008.0,,,,
twigamart.com,24-06-2022,24-06-2026,4.0,2022.0,,,,
twin-crab.res-menu.com,24-12-2023,24-12-2025,2.0,2023.0,"NameCheap, Inc.",AISHA.NS.CLOUDFLARE.COM,ODIN.NS.CLOUDFLARE.COM,
twincitiesjeweler.com,08-05-2023,08-05-2026,3.0,2023.0,,,,
twinstrangers.net,23-04-2015,23-04-2026,11.0,2015.0,,,,
twistedsifter.com,23-09-2008,23-09-2025,17.0,2008.0,,,,
twitchetts.com,23-04-2015,23-04-2026,11.0,2015.0,,,,
twitchtracker.com,05-08-2017,05-08-2025,8.0,2017.0,,,,
twitter.cn.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
twobittart.com,23-07-2016,23-07-2025,9.0,2016.0,,,,
twocentsdaily.com,21-02-2025,21-02-2028,3.0,2025.0,,,,
twohealthykitchens.com,02-11-2012,02-11-2025,13.0,2012.0,,,,
twsn.net,26-05-2004,26-05-2026,22.0,2004.0,,,,
twwit.com,08-10-2010,08-10-2025,15.0,2010.0,,,,
twydirect.com,22-01-2018,22-01-2026,8.0,2018.0,,,,
twz.com,11-11-1999,11-11-2025,26.0,1999.0,,,,
tx-hoa.net,11-09-2024,11-09-2025,1.0,2024.0,,,,
txantiquemall.com,17-01-1997,18-01-2026,29.0,1997.0,,,,
txcountyoffices.org,15-07-2022,15-07-2028,6.0,2022.0,,,,
tyanair.com,27-02-2004,27-02-2026,22.0,2004.0,,,,
tycsports.com,21-03-2003,21-03-2031,28.0,2003.0,,,,
tylarecipes.com,13-07-2024,13-07-2026,2.0,2024.0,,,,
tynerpondfarm.com,29-02-2012,01-03-2026,14.0,2012.0,,,,
typicallytopical.com,03-04-2018,03-04-2026,8.0,2018.0,,,,
typinclub.com,31-08-2013,31-08-2025,12.0,2013.0,,,,
typing.com,03-04-1997,04-04-2026,29.0,1997.0,,,,
typing.tw,22-07-2013,22-07-2027,14.0,2013.0,Yuan-Jhen Info.,april.ns.cloudflare.com sam.ns.cloudflare.com,,
typingclub.com,19-09-2011,19-09-2030,19.0,2011.0,"GoDaddy.com, LLC",MELODY.NS.CLOUDFLARE.COM,STANLEY.NS.CLOUDFLARE.COM,
typingtest.com,14-03-1999,13-02-2031,31.0,1999.0,,,,
tyrereviews.com,16-11-2004,16-11-2027,23.0,2004.0,"GoDaddy.com, LLC",NS20.DIGICERTDNS.COM,NS21.DIGICERTDNS.COM,NS22.DIGICERTDNS.COM
tzx.com,06-02-2000,06-02-2026,26.0,2000.0,,,,
u-grill-korean-bbq.com,25-08-2024,25-08-2025,1.0,2024.0,,,,
u.today,17-06-2018,17-06-2026,8.0,2018.0,,,,
u201.org,16-06-2009,16-06-2026,17.0,2009.0,,,,
uaegoldprice.com,17-02-2014,17-02-2026,12.0,2014.0,,,,
ualbr.com,30-07-2017,30-07-2027,10.0,2017.0,"GoDaddy.com, LLC",JESSICA.NS.CLOUDFLARE.COM,WILL.NS.CLOUDFLARE.COM,
uat.customerservicenumber1800.com,02-08-2017,02-08-2025,8.0,2017.0,,,,
uat.herbsmontaukmarket.com,04-03-2009,04-03-2026,17.0,2009.0,,,,
uat.nytakeuchi.com,16-10-2013,16-10-2025,12.0,2013.0,,,,
uawtrusr.org,26-01-2024,26-01-2026,2.0,2024.0,,,,
uber.coupon.today,10-01-2020,10-01-2026,6.0,2020.0,,,,
uberpartner.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
ucooserewards.com,15-06-2016,15-06-2026,10.0,2016.0,,,,
ucpro91.namesflix.com,04-07-2023,04-07-2025,2.0,2023.0,,,,
udento.com,08-08-2024,08-08-2025,1.0,2024.0,,,,
udesigncanadel.com,26-02-2018,26-02-2026,8.0,2018.0,,,,
udhjvmgx.watersports-bol.com,26-07-2019,26-07-2025,6.0,2019.0,,,,
udiscovermusic.com,25-05-2011,25-05-2026,15.0,2011.0,,,,
udpcustom.online,03-03-2024,03-03-2026,2.0,2024.0,"HOSTINGER operations, UAB",NS2.DNS-PARKING.COM,NS1.DNS-PARKING.COM,
uexpress.com,31-12-1995,30-12-2025,30.0,1995.0,,,,
uft.lezhatourism.com,03-06-2020,03-06-2026,6.0,2020.0,,,,
uga.postcodebase.com,18-07-2011,18-07-2033,22.0,2011.0,,,,
ugandafact.com,23-02-2022,23-02-2026,4.0,2022.0,NAMECHEAP INC,NS1.YAWG.XYZ,NS2.YAWG.XYZ,
ugandaradionetwork.net,07-01-2019,07-01-2026,7.0,2019.0,One.com A/S,GINA.NS.CLOUDFLARE.COM,JOSH.NS.CLOUDFLARE.COM,
ugawire.usatoday.com,29-04-1994,30-04-2026,32.0,1994.0,"GoDaddy Corporate Domains, LLC",DNS1.P04.NSONE.NET,DNS2.P04.NSONE.NET,DNS3.P04.NSONE.NET
ugjobnet.com,02-11-2021,02-11-2025,4.0,2021.0,"GoDaddy.com, LLC",NS35.DOMAINCONTROL.COM,NS36.DOMAINCONTROL.COM,
ugstudyresources.org,06-07-2024,06-07-2026,2.0,2024.0,NAMECHEAP INC,harmony.ns.cloudflare.com,vicente.ns.cloudflare.com,
ugtechmag.com,22-06-2017,22-06-2026,9.0,2017.0,,,,
uhmegle.com,04-03-2024,04-03-2030,6.0,2024.0,,,,
uk.caskcompare.com,28-11-2020,28-11-2025,5.0,2020.0,,,,
uk.companiesdb.net,29-11-2018,29-11-2025,7.0,2018.0,,,,
uk.finance.yahoo.com,18-01-1995,19-01-2026,31.0,1995.0,,,,
uk.flightaware.com,18-03-2005,18-03-2026,21.0,2005.0,,,,
uk.jobrapido.com,28-09-2005,28-09-2025,20.0,2005.0,,,,
uk.marketscreener.com,27-01-2001,27-01-2026,25.0,2001.0,,,,
uk.pcmag.com,18-04-1995,27-07-2030,35.0,1995.0,"CSC Corporate Domains, Inc.",MELINDA.NS.CLOUDFLARE.COM,STAN.NS.CLOUDFLARE.COM,
uk.setorreciclagem.com.br,24-01-2003,24-01-2027,24.0,2003.0,,,,
uk.talent.com,20-06-1997,31-12-2028,31.0,1997.0,"MarkMonitor, Inc.",NS-1486.AWSDNS-57.ORG,NS-1992.AWSDNS-57.CO.UK,NS-469.AWSDNS-58.COM
ukbiddingdirectory.com,01-10-2022,01-10-2025,3.0,2022.0,NAMECHEAP INC,MEMPHIS.NS.CLOUDFLARE.COM,SARA.NS.CLOUDFLARE.COM,
ukcareguide.co.uk,30-05-2015,30-05-2028,13.0,2015.0,,,,
ukcarparks.info,17-06-2013,17-06-2026,13.0,2013.0,,,,
ukfinda.com,17-04-2022,17-04-2026,4.0,2022.0,,,,
ukga.org,29-03-2011,29-03-2027,16.0,2011.0,,,,
ukgardenshed.co.uk,04-12-2012,04-12-2025,13.0,2012.0,,,,
ukmalls.co.uk,20-02-2018,20-02-2026,8.0,2018.0,,,,
ukpets.com,17-09-1997,16-09-2028,31.0,1997.0,,,,
ukpostcode.co.uk,24-09-2015,24-09-2025,10.0,2015.0,"GoDaddy.com, LLC. [Tag = GODADDY]",dina.ns.cloudflare.com,sid.ns.cloudflare.com,
ukrainedate.com,23-02-2007,23-02-2027,20.0,2007.0,"GoDaddy.com, LLC",A1-164.AKAM.NET,A10-65.AKAM.NET,A2-66.AKAM.NET
uktraffic.live,18-01-2022,18-01-2026,4.0,2022.0,,,,
ulltipro.com,22-04-2012,22-04-2026,14.0,2012.0,,,,
ulluuncut.com,15-05-2025,15-05-2026,1.0,2025.0,,,,
ultimateadvise.com,23-02-2023,23-02-2026,3.0,2023.0,,,,
ultimateclassicrock.com,19-12-2007,19-12-2025,18.0,2007.0,,,,
ultrahd.highdefdigest.com,03-04-2006,03-04-2026,20.0,2006.0,,,,
ultraiso.br.uptodown.com,20-12-2002,24-06-2033,30.0,2002.0,,,,
ulwazi24.co.za,02-02-2021,02-02-2026,5.0,2021.0,,,,
umami.site,19-11-2015,19-11-2025,10.0,2015.0,,,,
umatterucangethelp.com,12-06-2009,12-06-2026,17.0,2009.0,"GoDaddy.com, LLC",ABBY.NS.CLOUDFLARE.COM,ZOD.NS.CLOUDFLARE.COM,
umigotech.com,17-04-2010,17-04-2027,17.0,2010.0,,,,
ummatra.com,02-01-2022,02-01-2026,4.0,2022.0,"HOSTINGER operations, UAB",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
un-web.com,29-12-2009,29-12-2032,23.0,2009.0,,,,
uncoverla.com,02-09-2016,02-09-2026,10.0,2016.0,,,,
unemploymentoffice.us,08-12-2012,07-12-2025,13.0,2012.0,,,,
unfoldinsights.space,12-04-2024,12-04-2026,2.0,2024.0,,,,
unfollowerstracker.com,04-09-2023,04-09-2026,3.0,2023.0,,,,
unherd.com,23-07-2009,23-07-2028,19.0,2009.0,"GoDaddy.com, LLC",GABE.NS.CLOUDFLARE.COM,KAY.NS.CLOUDFLARE.COM,
uni1.co.za,12-07-2018,12-07-2026,8.0,2018.0,Register Domain SA,ns1.inspoquotetoday.com,ns2.inspoquotetoday.com,
uni24.co.za,03-02-2018,03-02-2026,8.0,2018.0,Register Domain SA,ns2.inmotionhosting.com,ns1.inmotionhosting.com,
unicafscholarship.com,09-03-2024,09-03-2026,2.0,2024.0,"GoDaddy.com, LLC",NS1.BLUEHOST.COM,NS2.BLUEHOST.COM,
unicar-fcagroup.it,18-07-2025,18-07-2026,1.0,2025.0,Algorithmedia S.r.l.,ara.ns.cloudflare.com clint.ns.cloudflare.com,,
unidadlatina.org,22-10-2023,22-10-2025,2.0,2023.0,NAMECHEAP INC,ns1.siteground.net,ns2.siteground.net,
unifliteworld.com,14-12-1998,13-12-2025,27.0,1998.0,,,,
unikey.org,18-02-2005,18-02-2029,24.0,2005.0,"NameCheap, Inc.",earl.ns.cloudflare.com,melinda.ns.cloudflare.com,
unikshades.com,15-03-2017,15-03-2026,9.0,2017.0,,,,
unilad.com,02-04-2010,02-04-2026,16.0,2010.0,,,,
uniolo.com,30-11-2012,30-11-2026,14.0,2012.0,,,,
unionleader.com,04-02-1999,04-02-2030,31.0,1999.0,,,,
unionrayo.com,29-02-2024,28-02-2030,6.0,2024.0,,,,
uniontestprep.com,20-10-2013,20-10-2032,19.0,2013.0,,,,
uniqcoutureng.com,15-05-2024,15-05-2026,2.0,2024.0,,,,
uniquebeautyclinic.com,04-06-2024,04-06-2026,2.0,2024.0,,,,
uniquedollarchecker.com,25-01-2025,25-01-2026,1.0,2025.0,Name SRS AB,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
unirank.org,01-03-2016,01-03-2030,14.0,2016.0,"NameSilo, LLC",ns1.unirank.org,ns2.unirank.org,
unisa.africa,12-04-2023,12-04-2026,3.0,2023.0,DNS Africa Ltd,ns.dns1.co.za,ns.dns2.co.za,ns.otherdns.net
unisasregistration.co.za,09-03-2020,09-03-2026,6.0,2020.0,Register Domain SA,ns1.samatricresult.co.za,ns2.samatricresult.co.za,
unitarium.com,22-07-2008,22-07-2028,20.0,2008.0,,,,
